product_id,product_name,price,stock_quantity,source_system,created_at
27,Tusker Lager 500ml Limited,243.79,475,API,2025-12-08T10:54:29.189666
28,Office Chair Classic,2446.67,290,CSV,2025-12-08T10:54:29.189669
29,Laptop Slim Mini,738.66,389,CSV,2025-12-08T10:54:29.189671
30,Milk 1L Value,1693.01,270,API,2025-12-08T10:54:29.189673
31,Basmati Rice 5kg Deluxe,3151.58,343,API,2025-12-08T10:54:29.189675
32,Sports Jersey Classic,2516.66,32,API,2025-12-08T10:54:29.189676
33,Smartphone Model X Value,2241.16,36,CSV,2025-12-08T10:54:29.189678
34,Maize Flour 2kg Classic,8603.37,36,CSV,2025-12-08T10:54:29.189679
35,Coffee Table Pro,5415.38,370,API,2025-12-08T10:54:29.189681
36,Milk 1L Mini,4100.25,48,CSV,2025-12-08T10:54:29.189683
37,School Uniform Limited,4140.47,442,CSV,2025-12-08T10:54:29.189684
38,"Smart TV 43"" Limited",7295.73,409,CSV,2025-12-08T10:54:29.189686
39,Basmati Rice 5kg Pro,5386.04,71,API,2025-12-08T10:54:29.189687
40,Sugar 2kg Limited,2535.57,472,CSV,2025-12-08T10:54:29.189689
41,Kitenge Dress Classic,6538.84,276,CSV,2025-12-08T10:54:29.189691
42,Smartphone Model X Pro,4093.82,246,CSV,2025-12-08T10:54:29.189693
43,Kitenge Dress Pro,3820.78,199,API,2025-12-08T10:54:29.189698
44,School Uniform Limited,6981.09,374,API,2025-12-08T10:54:29.189700
45,Basmati Rice 5kg 2024 Edition,2216.12,29,CSV,2025-12-08T10:54:29.189702
46,Dining Table Classic,5862.57,257,CSV,2025-12-08T10:54:29.189703
47,"Smart TV 43"" Mini",1898.96,304,CSV,2025-12-08T10:54:29.189705
48,Milk 1L Classic,9418.88,291,CSV,2025-12-08T10:54:29.189707
49,Coca-Cola 500ml Value,865.73,336,API,2025-12-08T10:54:29.189708
50,Office Chair Deluxe,7176.11,122,API,2025-12-08T10:54:29.189710
51,Safari Boot Deluxe,6472.73,234,API,2025-12-08T10:54:29.189711
52,"Smart TV 43"" Limited",6230.53,288,CSV,2025-12-08T10:54:29.189713
53,Smartphone Model X Value,2688.74,477,API,2025-12-08T10:54:29.189714
54,Smartphone Model X 2024 Edition,2885.62,224,API,2025-12-08T10:54:29.189716
55,Coca-Cola 500ml Deluxe,8180.19,153,CSV,2025-12-08T10:54:29.189718
56,Sugar 2kg Classic,8902.64,380,CSV,2025-12-08T10:54:29.189720
57,Sofa 3-seater Value,2145.77,175,CSV,2025-12-08T10:54:29.189721
58,Coffee Table 2024 Edition,9058.1,433,CSV,2025-12-08T10:54:29.189723
59,Laptop Slim Mini,2802.97,1,API,2025-12-08T10:54:29.189724
60,Sugar 2kg Pro,7425.25,282,API,2025-12-08T10:54:29.189726
61,Coca-Cola 500ml Classic,798.68,452,CSV,2025-12-08T10:54:29.189728
62,Coca-Cola 500ml Mini,3723.7,282,CSV,2025-12-08T10:54:29.189729
63,Safari Boot Classic,3117.17,460,CSV,2025-12-08T10:54:29.189731
64,Office Chair Deluxe,2532.82,52,API,2025-12-08T10:54:29.189733
65,Juice 1L Value,7507.3,473,CSV,2025-12-08T10:54:29.189734
66,Basmati Rice 5kg Limited,296.62,377,API,2025-12-08T10:54:29.189736
67,Safari Boot 2024 Edition,1634.02,359,CSV,2025-12-08T10:54:29.189738
68,Kitenge Dress Mini,4733.37,102,API,2025-12-08T10:54:29.189740
69,Sofa 3-seater Mini,7963.69,116,CSV,2025-12-08T10:54:29.189741
70,Smartphone Model X Limited,3316.21,442,CSV,2025-12-08T10:54:29.189743
71,Sofa 3-seater Deluxe,5118.59,347,API,2025-12-08T10:54:29.189744
72,"Smart TV 43"" 2024 Edition",1826.75,492,API,2025-12-08T10:54:29.189746
73,"Smart TV 43"" Value",4373.91,373,API,2025-12-08T10:54:29.189748
74,Kitenge Dress Limited,9000.07,97,API,2025-12-08T10:54:29.189749
75,Laptop Slim Classic,5223.21,412,CSV,2025-12-08T10:54:29.189751
76,Coffee Table Classic,9491.3,471,API,2025-12-08T10:54:29.189752
77,Tusker Lager 500ml Deluxe,8487.75,368,API,2025-12-08T10:54:29.189754
78,Tusker Lager 500ml Deluxe,4113.51,206,API,2025-12-08T10:54:29.189756
79,Mineral Water 1L Pro,4233.44,481,API,2025-12-08T10:54:29.189757
80,Sugar 2kg Limited,5501.98,0,API,2025-12-08T10:54:29.189759
81,Office Chair Limited,7868.3,310,API,2025-12-08T10:54:29.189761
82,Sports Jersey Limited,6772.49,261,API,2025-12-08T10:54:29.189762
83,Maize Flour 2kg 2024 Edition,5178.75,324,API,2025-12-08T10:54:29.189764
84,Smartphone Model X Deluxe,3138.67,412,CSV,2025-12-08T10:54:29.189765
85,Maize Flour 2kg Classic,2486.18,243,CSV,2025-12-08T10:54:29.189767
86,Sports Jersey Deluxe,5777.93,367,API,2025-12-08T10:54:29.189769
87,Sports Jersey Pro,1518.33,352,CSV,2025-12-08T10:54:29.189770
88,Laptop Slim Pro,1800.07,490,API,2025-12-08T10:54:29.189772
89,Smartphone Model X Mini,1257.52,68,API,2025-12-08T10:54:29.189773
90,Tusker Lager 500ml Mini,8919.69,313,API,2025-12-08T10:54:29.189775
91,Juice 1L Pro,7449.37,243,API,2025-12-08T10:54:29.189777
92,Office Chair Mini,6394.73,392,API,2025-12-08T10:54:29.189779
93,Sugar 2kg Limited,820.96,146,CSV,2025-12-08T10:54:29.189780
94,Sofa 3-seater 2024 Edition,8935.62,41,CSV,2025-12-08T10:54:29.189782
95,Basmati Rice 5kg Limited,6954.8,361,CSV,2025-12-08T10:54:29.189783
96,Laptop Slim Limited,3342.27,238,API,2025-12-08T10:54:29.189785
97,Smartphone Model X Mini,4230.43,463,CSV,2025-12-08T10:54:29.189786
98,Juice 1L Limited,108.67,180,API,2025-12-08T10:54:29.189788
99,Sports Jersey Value,7487.78,279,CSV,2025-12-08T10:54:29.189790
100,Safari Boot 2024 Edition,4386.57,14,API,2025-12-08T10:54:29.189791
101,Coffee Table Deluxe,1692.2,239,CSV,2025-12-08T10:54:29.189793
102,Coca-Cola 500ml Limited,5939.33,339,CSV,2025-12-08T10:54:29.189795
103,Laptop Slim Pro,8675.17,93,CSV,2025-12-08T10:54:29.189796
104,Coffee Table 2024 Edition,2156.02,167,API,2025-12-08T10:54:29.189798
105,School Uniform Mini,9514.48,215,API,2025-12-08T10:54:29.189799
106,Laptop Slim Classic,7502.79,26,API,2025-12-08T10:54:29.189802
107,Maize Flour 2kg Mini,9574.99,20,CSV,2025-12-08T10:54:29.189803
108,Basmati Rice 5kg Mini,252.78,78,CSV,2025-12-08T10:54:29.189805
109,Milk 1L Deluxe,1188.17,485,CSV,2025-12-08T10:54:29.189807
110,School Uniform Mini,3720.51,310,CSV,2025-12-08T10:54:29.189809
111,Sugar 2kg Classic,5807.91,475,API,2025-12-08T10:54:29.189810
112,Juice 1L Limited,9417.63,101,CSV,2025-12-08T10:54:29.189812
113,Mineral Water 1L Classic,6987.07,154,CSV,2025-12-08T10:54:29.189814
114,Coca-Cola 500ml 2024 Edition,5350.82,338,API,2025-12-08T10:54:29.189815
115,Bluetooth Speaker Classic,8503.28,421,API,2025-12-08T10:54:29.189817
116,Laptop Slim 2024 Edition,6374.07,424,API,2025-12-08T10:54:29.189818
117,Milk 1L Pro,7351.26,494,API,2025-12-08T10:54:29.189820
118,Juice 1L Limited,4383.97,374,API,2025-12-08T10:54:29.189822
119,Office Chair Mini,9349.49,142,API,2025-12-08T10:54:29.189823
120,Milk 1L Value,6122.8,194,API,2025-12-08T10:54:29.189825
121,Laptop Slim Mini,3283.89,249,CSV,2025-12-08T10:54:29.189826
122,Sofa 3-seater 2024 Edition,2832.6,305,API,2025-12-08T10:54:29.189828
123,Coca-Cola 500ml Value,9483.22,43,CSV,2025-12-08T10:54:29.189829
124,Sports Jersey Value,7593.74,353,API,2025-12-08T10:54:29.189831
125,Sports Jersey Mini,221.57,150,CSV,2025-12-08T10:54:29.189833
126,Safari Boot 2024 Edition,6656.4,188,API,2025-12-08T10:54:29.189834
127,Tusker Lager 500ml Limited,9966.48,281,API,2025-12-08T10:54:29.189836
128,Coffee Table 2024 Edition,3100.9,118,CSV,2025-12-08T10:54:29.189837
129,Sugar 2kg Classic,7441.67,486,CSV,2025-12-08T10:54:29.189839
130,Basmati Rice 5kg Deluxe,4867.78,370,API,2025-12-08T10:54:29.189841
131,Smartphone Model X 2024 Edition,2313.46,91,API,2025-12-08T10:54:29.189843
132,Smartphone Model X 2024 Edition,502.88,27,API,2025-12-08T10:54:29.189844
133,Milk 1L Classic,8733.56,293,API,2025-12-08T10:54:29.189847
134,Sports Jersey Limited,3440.02,494,CSV,2025-12-08T10:54:29.189849
135,Coffee Table Classic,8230.05,205,API,2025-12-08T10:54:29.189851
136,"Smart TV 43"" Pro",1534.52,288,API,2025-12-08T10:54:29.189852
137,Smartphone Model X Classic,5602.83,213,CSV,2025-12-08T10:54:29.189854
138,Juice 1L Limited,9089.62,152,API,2025-12-08T10:54:29.189856
139,Dining Table Value,9603.08,50,CSV,2025-12-08T10:54:29.189858
140,Sugar 2kg Deluxe,857.82,122,CSV,2025-12-08T10:54:29.189860
141,Coca-Cola 500ml Pro,76.62,230,API,2025-12-08T10:54:29.189861
142,Dining Table Pro,2916.64,144,API,2025-12-08T10:54:29.189863
143,Smartphone Model X 2024 Edition,7888.89,320,CSV,2025-12-08T10:54:29.189865
144,Kitenge Dress Value,2286.85,76,API,2025-12-08T10:54:29.189866
145,Maize Flour 2kg Classic,1700.93,157,API,2025-12-08T10:54:29.189868
146,Kitenge Dress Limited,6902.35,358,API,2025-12-08T10:54:29.189869
147,Coffee Table Limited,850.4,20,API,2025-12-08T10:54:29.189871
148,Sofa 3-seater Classic,958.7,492,CSV,2025-12-08T10:54:29.189873
149,Dining Table Mini,7574.87,240,API,2025-12-08T10:54:29.189875
150,Office Chair Value,4387.06,416,API,2025-12-08T10:54:29.189877
151,Laptop Slim 2024 Edition,4113.06,164,CSV,2025-12-08T10:54:29.189878
152,Sugar 2kg Limited,6952.05,147,API,2025-12-08T10:54:29.189880
153,Coca-Cola 500ml Limited,926.19,129,API,2025-12-08T10:54:29.189881
154,Laptop Slim Mini,5170.23,0,API,2025-12-08T10:54:29.189883
155,Kitenge Dress Pro,5208.47,318,API,2025-12-08T10:54:29.189885
156,Kitenge Dress Pro,2707.21,67,API,2025-12-08T10:54:29.189886
157,Sports Jersey Classic,337.25,322,CSV,2025-12-08T10:54:29.189888
158,Sugar 2kg Value,186.06,208,CSV,2025-12-08T10:54:29.189889
159,Maize Flour 2kg Limited,9473.25,331,CSV,2025-12-08T10:54:29.189891
160,School Uniform Value,7068.85,212,API,2025-12-08T10:54:29.189893
161,Safari Boot Limited,5535.09,196,CSV,2025-12-08T10:54:29.189894
162,Mineral Water 1L Mini,744.61,395,API,2025-12-08T10:54:29.189896
163,Sofa 3-seater Mini,75.52,371,API,2025-12-08T10:54:29.189898
164,Juice 1L Mini,1528.52,275,API,2025-12-08T10:54:29.189900
165,Sofa 3-seater Value,7640.58,193,API,2025-12-08T10:54:29.189901
166,Office Chair Deluxe,2426.12,196,CSV,2025-12-08T10:54:29.189903
167,Kitenge Dress 2024 Edition,7459.82,361,API,2025-12-08T10:54:29.189905
168,Safari Boot Limited,9650.0,64,API,2025-12-08T10:54:29.189907
169,Laptop Slim Classic,5283.21,233,CSV,2025-12-08T10:54:29.189909
170,Milk 1L Mini,6565.07,79,CSV,2025-12-08T10:54:29.189910
171,School Uniform 2024 Edition,6251.43,203,CSV,2025-12-08T10:54:29.189912
172,Coffee Table 2024 Edition,6286.65,454,API,2025-12-08T10:54:29.189913
173,Coca-Cola 500ml Value,730.79,323,API,2025-12-08T10:54:29.189915
174,Maize Flour 2kg Limited,9784.46,389,CSV,2025-12-08T10:54:29.189917
175,Safari Boot Deluxe,3029.69,14,CSV,2025-12-08T10:54:29.189919
176,Dining Table 2024 Edition,3616.71,220,CSV,2025-12-08T10:54:29.189920
177,Milk 1L Value,6833.91,92,CSV,2025-12-08T10:54:29.189922
178,Maize Flour 2kg Value,8714.85,317,CSV,2025-12-08T10:54:29.189923
179,Safari Boot Pro,4638.44,130,API,2025-12-08T10:54:29.189925
180,Dining Table Mini,4679.27,147,CSV,2025-12-08T10:54:29.189926
181,Laptop Slim 2024 Edition,9877.13,153,API,2025-12-08T10:54:29.189928
182,Coffee Table Mini,3056.11,196,API,2025-12-08T10:54:29.189929
183,Smartphone Model X Limited,5740.63,294,API,2025-12-08T10:54:29.189931
184,Dining Table Mini,6599.39,140,CSV,2025-12-08T10:54:29.189933
185,Coca-Cola 500ml Value,7464.46,426,API,2025-12-08T10:54:29.189935
186,Sugar 2kg Pro,6384.35,317,API,2025-12-08T10:54:29.189937
187,Maize Flour 2kg Deluxe,6481.09,158,API,2025-12-08T10:54:29.189938
188,Bluetooth Speaker Deluxe,1357.55,465,API,2025-12-08T10:54:29.189940
189,Coffee Table Pro,2047.91,402,API,2025-12-08T10:54:29.189942
190,Tusker Lager 500ml Mini,1687.22,467,API,2025-12-08T10:54:29.189944
191,Sofa 3-seater Mini,1195.94,493,CSV,2025-12-08T10:54:29.189945
192,Basmati Rice 5kg Mini,6779.42,345,API,2025-12-08T10:54:29.189947
193,Tusker Lager 500ml Classic,7917.29,7,API,2025-12-08T10:54:29.189948
194,Coca-Cola 500ml Limited,3717.43,383,API,2025-12-08T10:54:29.189950
195,Juice 1L Mini,6403.57,190,CSV,2025-12-08T10:54:29.189951
196,Milk 1L Classic,6214.49,482,API,2025-12-08T10:54:29.189953
197,Mineral Water 1L Deluxe,679.01,421,API,2025-12-08T10:54:29.189954
198,Coffee Table Classic,1440.78,484,CSV,2025-12-08T10:54:29.189956
199,Coffee Table Classic,1017.06,454,CSV,2025-12-08T10:54:29.189957
200,Sports Jersey 2024 Edition,6721.34,380,API,2025-12-08T10:54:29.189959
201,Mineral Water 1L Limited,6566.47,426,API,2025-12-08T10:54:29.189960
202,Juice 1L 2024 Edition,375.53,189,CSV,2025-12-08T10:54:29.189963
203,Sports Jersey Pro,8561.73,50,API,2025-12-08T10:54:29.189964
204,Tusker Lager 500ml Classic,4011.49,97,CSV,2025-12-08T10:54:29.189966
205,Kitenge Dress Deluxe,2160.45,327,CSV,2025-12-08T10:54:29.189968
206,Bluetooth Speaker Pro,9888.77,402,CSV,2025-12-08T10:54:29.189969
207,Smartphone Model X Value,2198.72,445,CSV,2025-12-08T10:54:29.189971
208,Office Chair Mini,9010.28,1,API,2025-12-08T10:54:29.189972
209,Basmati Rice 5kg Value,2544.01,89,CSV,2025-12-08T10:54:29.189974
210,Smartphone Model X Classic,3614.51,403,CSV,2025-12-08T10:54:29.189975
211,Tusker Lager 500ml Classic,1783.75,26,CSV,2025-12-08T10:54:29.189977
212,Kitenge Dress Deluxe,682.4,229,API,2025-12-08T10:54:29.189978
213,Coca-Cola 500ml Limited,5063.19,484,CSV,2025-12-08T10:54:29.189980
214,Tusker Lager 500ml Limited,6451.24,15,CSV,2025-12-08T10:54:29.189981
215,Sports Jersey Limited,6876.67,251,API,2025-12-08T10:54:29.189983
216,"Smart TV 43"" 2024 Edition",6102.56,33,CSV,2025-12-08T10:54:29.189984
217,Sofa 3-seater Limited,9946.55,271,API,2025-12-08T10:54:29.189986
218,Sports Jersey Classic,7941.31,58,CSV,2025-12-08T10:54:29.189988
219,Sports Jersey Pro,4167.45,423,API,2025-12-08T10:54:29.189989
220,Sports Jersey Deluxe,996.1,218,API,2025-12-08T10:54:29.189991
221,Sofa 3-seater Pro,6883.87,242,CSV,2025-12-08T10:54:29.189992
222,"Smart TV 43"" Classic",4347.17,381,API,2025-12-08T10:54:29.189994
223,Maize Flour 2kg Value,9568.42,287,API,2025-12-08T10:54:29.189995
224,Laptop Slim 2024 Edition,8742.39,481,API,2025-12-08T10:54:29.189997
225,Bluetooth Speaker Value,3158.87,53,CSV,2025-12-08T10:54:29.189999
226,Milk 1L Pro,8480.38,179,API,2025-12-08T10:54:29.190000
227,Bluetooth Speaker Value,2300.28,219,CSV,2025-12-08T10:54:29.190002
228,Tusker Lager 500ml Classic,1845.14,359,API,2025-12-08T10:54:29.190004
229,Sofa 3-seater Classic,1854.99,73,API,2025-12-08T10:54:29.190005
230,Smartphone Model X Deluxe,6350.06,15,CSV,2025-12-08T10:54:29.190007
231,Mineral Water 1L Limited,4227.33,174,CSV,2025-12-08T10:54:29.190008
232,Sofa 3-seater Deluxe,3277.61,482,CSV,2025-12-08T10:54:29.190009
233,Smartphone Model X Pro,7556.64,25,CSV,2025-12-08T10:54:29.190011
234,Coffee Table Deluxe,4268.95,310,API,2025-12-08T10:54:29.190013
235,School Uniform Pro,7561.68,58,API,2025-12-08T10:54:29.190015
236,Kitenge Dress 2024 Edition,6798.27,303,API,2025-12-08T10:54:29.190016
237,Tusker Lager 500ml Classic,2244.16,306,CSV,2025-12-08T10:54:29.190018
238,Smartphone Model X 2024 Edition,9455.97,392,CSV,2025-12-08T10:54:29.190019
239,Sofa 3-seater 2024 Edition,1243.84,254,API,2025-12-08T10:54:29.190021
240,Basmati Rice 5kg Limited,5349.19,117,API,2025-12-08T10:54:29.190022
241,Laptop Slim Mini,7433.31,223,CSV,2025-12-08T10:54:29.190024
242,Kitenge Dress Mini,3164.95,219,API,2025-12-08T10:54:29.190025
243,School Uniform Classic,4080.07,494,API,2025-12-08T10:54:29.190027
244,Milk 1L Mini,6911.62,185,CSV,2025-12-08T10:54:29.190028
245,Kitenge Dress Pro,4384.98,205,CSV,2025-12-08T10:54:29.190030
246,School Uniform Deluxe,3428.16,170,CSV,2025-12-08T10:54:29.190031
247,"Smart TV 43"" Value",5124.02,463,API,2025-12-08T10:54:29.190033
248,Office Chair Pro,1072.91,131,CSV,2025-12-08T10:54:29.190035
249,Basmati Rice 5kg Mini,7603.57,38,CSV,2025-12-08T10:54:29.190036
250,Sports Jersey Mini,5659.17,296,API,2025-12-08T10:54:29.190038
251,Tusker Lager 500ml Mini,9711.18,161,CSV,2025-12-08T10:54:29.190039
252,Kitenge Dress Limited,4449.97,155,API,2025-12-08T10:54:29.190041
253,Coca-Cola 500ml 2024 Edition,5098.0,158,API,2025-12-08T10:54:29.190042
254,Kitenge Dress Classic,3718.94,146,CSV,2025-12-08T10:54:29.190044
255,Laptop Slim Limited,5824.28,488,CSV,2025-12-08T10:54:29.190046
256,Safari Boot 2024 Edition,6069.81,256,CSV,2025-12-08T10:54:29.190048
257,Laptop Slim Classic,8119.12,428,API,2025-12-08T10:54:29.190049
258,Smartphone Model X Classic,2515.05,224,API,2025-12-08T10:54:29.190051
259,Mineral Water 1L 2024 Edition,3759.88,144,API,2025-12-08T10:54:29.190053
260,School Uniform Deluxe,5998.96,404,API,2025-12-08T10:54:29.190054
261,Bluetooth Speaker Classic,5601.73,197,API,2025-12-08T10:54:29.190056
262,Office Chair 2024 Edition,860.94,339,CSV,2025-12-08T10:54:29.190058
263,Sofa 3-seater Deluxe,6999.88,200,CSV,2025-12-08T10:54:29.190060
264,Coca-Cola 500ml 2024 Edition,5611.27,329,API,2025-12-08T10:54:29.190061
265,Maize Flour 2kg Deluxe,6721.04,260,API,2025-12-08T10:54:29.190063
266,Bluetooth Speaker 2024 Edition,1843.62,109,API,2025-12-08T10:54:29.190064
267,Safari Boot Pro,9999.77,79,CSV,2025-12-08T10:54:29.190066
268,Dining Table Value,7720.2,427,CSV,2025-12-08T10:54:29.190069
269,Office Chair Value,3798.36,83,CSV,2025-12-08T10:54:29.190071
270,Mineral Water 1L Deluxe,4404.85,210,API,2025-12-08T10:54:29.190072
271,Milk 1L Value,2885.03,383,API,2025-12-08T10:54:29.190074
272,Basmati Rice 5kg 2024 Edition,9657.69,401,API,2025-12-08T10:54:29.190076
273,Sugar 2kg Deluxe,9473.95,225,API,2025-12-08T10:54:29.190077
274,Coffee Table Value,5298.22,494,CSV,2025-12-08T10:54:29.190079
275,Basmati Rice 5kg Mini,2537.53,328,API,2025-12-08T10:54:29.190080
276,Dining Table Deluxe,8466.63,435,CSV,2025-12-08T10:54:29.190082
277,Dining Table Mini,1645.11,230,CSV,2025-12-08T10:54:29.190083
278,Kitenge Dress Pro,8176.2,452,API,2025-12-08T10:54:29.190085
279,Laptop Slim Classic,3994.72,191,CSV,2025-12-08T10:54:29.190087
280,Kitenge Dress 2024 Edition,2284.16,163,CSV,2025-12-08T10:54:29.190088
281,Office Chair Pro,431.12,469,API,2025-12-08T10:54:29.190090
282,Milk 1L Limited,6172.72,463,CSV,2025-12-08T10:54:29.190091
283,Bluetooth Speaker Pro,8357.88,280,API,2025-12-08T10:54:29.190093
284,Bluetooth Speaker Pro,3046.45,24,CSV,2025-12-08T10:54:29.190094
285,Sports Jersey Classic,1153.04,463,API,2025-12-08T10:54:29.190096
286,Coca-Cola 500ml Deluxe,5177.99,123,CSV,2025-12-08T10:54:29.190098
287,Coffee Table Classic,6167.36,123,API,2025-12-08T10:54:29.190099
288,Maize Flour 2kg Value,9747.81,34,CSV,2025-12-08T10:54:29.190101
289,Sports Jersey Classic,6374.92,191,API,2025-12-08T10:54:29.190102
290,Bluetooth Speaker Mini,722.22,123,CSV,2025-12-08T10:54:29.190104
291,Tusker Lager 500ml Pro,491.14,279,API,2025-12-08T10:54:29.190106
292,Milk 1L Deluxe,4811.39,93,CSV,2025-12-08T10:54:29.190107
293,Laptop Slim Classic,2969.75,22,CSV,2025-12-08T10:54:29.190109
294,Bluetooth Speaker 2024 Edition,5178.07,417,API,2025-12-08T10:54:29.190110
295,Dining Table Mini,6486.66,146,API,2025-12-08T10:54:29.190112
296,Bluetooth Speaker 2024 Edition,1288.53,188,API,2025-12-08T10:54:29.190113
297,Sports Jersey Limited,3423.41,95,API,2025-12-08T10:54:29.190115
298,School Uniform Mini,5216.79,410,CSV,2025-12-08T10:54:29.190117
299,Kitenge Dress Limited,6044.41,421,CSV,2025-12-08T10:54:29.190118
300,Tusker Lager 500ml 2024 Edition,1070.85,167,API,2025-12-08T10:54:29.190120
301,Coffee Table Value,7190.75,85,API,2025-12-08T10:54:29.190121
302,Coffee Table Classic,7281.8,466,API,2025-12-08T10:54:29.190123
303,Juice 1L 2024 Edition,6412.72,405,CSV,2025-12-08T10:54:29.190124
304,Laptop Slim 2024 Edition,5155.21,383,CSV,2025-12-08T10:54:29.190126
305,Smartphone Model X Mini,6095.35,400,API,2025-12-08T10:54:29.190127
306,Smartphone Model X Classic,2398.15,330,API,2025-12-08T10:54:29.190129
307,Coffee Table Value,372.23,78,API,2025-12-08T10:54:29.190130
308,Sofa 3-seater Limited,7642.69,293,CSV,2025-12-08T10:54:29.190132
309,Tusker Lager 500ml Limited,3178.14,142,CSV,2025-12-08T10:54:29.190133
310,"Smart TV 43"" Deluxe",1901.18,265,API,2025-12-08T10:54:29.190135
311,Coca-Cola 500ml 2024 Edition,7760.9,360,API,2025-12-08T10:54:29.190137
312,Sugar 2kg Deluxe,9168.97,251,CSV,2025-12-08T10:54:29.190138
313,Smartphone Model X Mini,786.82,88,API,2025-12-08T10:54:29.190140
314,Bluetooth Speaker Deluxe,3506.88,33,API,2025-12-08T10:54:29.190142
315,Office Chair Deluxe,7110.16,358,CSV,2025-12-08T10:54:29.190143
316,Office Chair Classic,9852.07,405,CSV,2025-12-08T10:54:29.190145
317,Milk 1L Classic,3640.92,293,API,2025-12-08T10:54:29.190146
318,Safari Boot Value,8848.25,33,API,2025-12-08T10:54:29.190148
319,Sports Jersey Value,4137.41,209,CSV,2025-12-08T10:54:29.190150
320,Sugar 2kg Deluxe,787.94,238,API,2025-12-08T10:54:29.190151
321,Basmati Rice 5kg Mini,9664.33,221,CSV,2025-12-08T10:54:29.190153
322,Smartphone Model X 2024 Edition,1688.34,165,CSV,2025-12-08T10:54:29.190154
323,Sofa 3-seater Mini,834.66,100,API,2025-12-08T10:54:29.190156
324,Sugar 2kg Value,5358.11,257,CSV,2025-12-08T10:54:29.190157
325,Mineral Water 1L Pro,6604.39,368,API,2025-12-08T10:54:29.190159
326,Coca-Cola 500ml Mini,8644.62,41,CSV,2025-12-08T10:54:29.190160
327,Tusker Lager 500ml Deluxe,2147.54,292,API,2025-12-08T10:54:29.190162
328,Coca-Cola 500ml Limited,8895.52,279,API,2025-12-08T10:54:29.190163
329,Coffee Table Pro,8056.65,350,API,2025-12-08T10:54:29.190164
330,Coffee Table Classic,6901.71,80,API,2025-12-08T10:54:29.190166
331,Sports Jersey Limited,2080.03,310,CSV,2025-12-08T10:54:29.190167
332,Sofa 3-seater Deluxe,9880.83,176,API,2025-12-08T10:54:29.190169
333,Sugar 2kg Value,5638.43,163,CSV,2025-12-08T10:54:29.190170
334,Kitenge Dress 2024 Edition,4523.48,72,CSV,2025-12-08T10:54:29.190171
335,Bluetooth Speaker Limited,8648.43,214,CSV,2025-12-08T10:54:29.190173
336,Sugar 2kg Value,7225.23,97,CSV,2025-12-08T10:54:29.190174
337,Sports Jersey Limited,8796.8,254,CSV,2025-12-08T10:54:29.190176
338,Laptop Slim Value,4599.44,123,CSV,2025-12-08T10:54:29.190177
339,Tusker Lager 500ml Classic,552.88,253,API,2025-12-08T10:54:29.190179
340,Dining Table Mini,1119.6,68,API,2025-12-08T10:54:29.190181
341,Coffee Table 2024 Edition,500.16,26,CSV,2025-12-08T10:54:29.190183
342,Sofa 3-seater Classic,3894.17,230,API,2025-12-08T10:54:29.190184
343,Coca-Cola 500ml Pro,9752.07,201,API,2025-12-08T10:54:29.190186
344,Sofa 3-seater Mini,1485.46,308,API,2025-12-08T10:54:29.190187
345,Coca-Cola 500ml Classic,437.19,365,API,2025-12-08T10:54:29.190189
